Date,Close,Volume,log_return,rsi_14,macd_norm,macd_signal,dist_sma_10,dist_sma_20,dist_sma_50,dist_sma_200,bb_position,volatility_5,volatility_10,volatility_20,vol_of_vol,return_streak,day_of_week,month,return_lag_1,return_lag_2,return_lag_3,return_lag_5,target
2015-11-05,2099.929931640625,4051890000,-0.0011327897564983025,0.7135090690521084,0.015092756961973246,0.013402315721182898,0.005356305132453562,0.02160148264482089,0.05266906215858538,0.01791006068499823,0.7966028765794484,0.006686799509135509,0.006675183537205556,0.007190897779327177,0.0016039237506172887,-0.4,0.75,0.9090909090909091,-0.003551666939647187,0.0027243529250675206,0.011803876338814608,-0.00044987538066072313,0.0
2015-11-06,2099.199951171875,4369020000,-0.00034768178002366065,0.7091784774510056,0.01473480018164914,0.013668812613276148,0.003850974662634785,0.01915625607621898,0.05112768548786823,0.017439377298474206,0.7640619297294969,0.005973627054299241,0.005960005241297106,0.0072057019911378065,0.0016182347427422846,-0.6,1.0,0.9090909090909091,-0.0011327897564983025,-0.003551666939647187,0.0027243529250675206,-0.004821481688425431,0.0
2015-11-09,2078.580078125,3882350000,-0.009871290656502512,0.6370778746244585,0.013632650056489096,0.013661580101918739,-0.0063612104856545235,0.007650326211736019,0.03986851796982144,0.007392881817926188,0.6089952911946789,0.0047227357520329555,0.0068756904981749955,0.007683940277615403,0.001585839172076352,-0.8,0.0,0.9090909090909091,-0.00034768178002366065,-0.0011327897564983025,-0.003551666939647187,0.011803876338814608,1.0
2015-11-10,2081.719970703125,3821440000,0.0015094551534496445,0.6894388889461873,0.012600730954379396,0.01344941027241087,-0.005612714162849955,0.007267369587014398,0.04029916098819922,0.008787111640339119,0.611743491677474,0.004411903206015048,0.00680407946580717,0.007429489460630768,0.0015561985734569026,0.2,0.25,0.9090909090909091,-0.009871290656502512,-0.00034768178002366065,-0.0011327897564983025,0.0027243529250675206,0.0
2015-11-11,2075.0,3692410000,-0.003233307321568946,0.5809867265428701,0.011444191069758854,0.013048366431880468,-0.008095380442780837,0.0020579639280885586,0.03527354137906624,0.005353226772925585,0.5367753649322893,0.004398433453783784,0.005666312926186735,0.007366477630776448,0.0015150248062458982,-0.2,0.5,0.9090909090909091,0.0015094551534496445,-0.009871290656502512,-0.00034768178002366065,-0.003551666939647187,0.0
2015-11-12,2045.969970703125,4016370000,-0.014089163336632673,0.39954580830824526,0.00939102246309425,0.012316897638123225,-0.019937355837591746,-0.012488403330885066,0.01980147189347255,-0.008771402234682318,0.26452309493443876,0.006581558273552013,0.007059726239898783,0.007557015914439923,0.0013979017992163366,-0.4,0.75,0.9090909090909091,-0.003233307321568946,0.0015094551534496445,-0.009871290656502512,-0.0011327897564983025,0.0
2015-11-13,2023.0400390625,4278750000,-0.011270640432155438,0.35341075854603954,0.006729559187289963,0.011199429947956575,-0.02829977414436784,-0.023318453840728174,0.007649838474452185,-0.01994705550747135,0.07327181586924861,0.0063752128210365355,0.007609059820501336,0.007933820481337691,0.0013091955901619828,-0.6,1.0,0.9090909090909091,-0.014089163336632673,-0.003233307321568946,0.0015094551534496445,-0.00034768178002366065,1.0
2015-11-16,2053.18994140625,3741240000,0.014793302794234362,0.4664128751828861,0.005589840251204894,0.01007751200860624,-0.011403228152562584,-0.009229790062696887,0.02132442674693783,-0.005418976786300854,0.32449459246047124,0.011477105927245077,0.00827388134130913,0.008618824792135922,0.0011999056314569347,0.2,0.0,0.9090909090909091,-0.011270640432155438,-0.014089163336632673,-0.003233307321568946,-0.009871290656502512,0.0
2015-11-17,2050.43994140625,4427350000,-0.0013402770182465746,0.3807581433890036,0.004609948400925975,0.008983999287070187,-0.00989795300052036,-0.011026161911509217,0.019134921605128277,-0.006752084088675513,0.28012982239358697,0.011300219565291942,0.008089391537149054,0.008617894809659153,0.0011215587447248004,-0.2,0.25,0.9090909090909091,0.014793302794234362,-0.011270640432155438,-0.014089163336632673,0.0015094551534496445,1.0
2015-11-18,2083.580078125,3926390000,0.016033229877172244,0.48539251610377376,0.004992440472490129,0.008185687524154175,0.007015288528457956,0.0033939189607600463,0.034151589902053185,0.00919840497796675,0.577662223467067,0.014140623647741225,0.01003773394241951,0.009145060197260458,0.0010389791583553312,0.2,0.5,0.9090909090909091,-0.0013402770182465746,0.014793302794234362,-0.011270640432155438,-0.003233307321568946,0.0
2015-11-19,2081.239990234375,3628110000,-0.0011237403289792015,0.5048996151575004,0.005208924062223346,0.00759033483176801,0.006793740974326028,0.0015741313287028949,0.031669541489568034,0.008019265610191473,0.5371970988777691,0.011700067317699193,0.01003771052223662,0.008455219075163238,0.000859861674881209,-0.2,0.75,0.9090909090909091,0.016033229877172244,-0.0013402770182465746,0.014793302794234362,-0.014089163336632673,1.0
2015-11-20,2089.169921875,3929600000,0.0038029552801494165,0.4575047376545577,0.005597394887286877,0.007191746842871784,0.01112041749582734,0.005051271621987487,0.03428667507360092,0.011777444625834436,0.6187090076669043,0.00846322000913325,0.010148020787353225,0.008142935528359303,0.0005734517618588226,0.2,1.0,0.9090909090909091,-0.0011237403289792015,0.016033229877172244,-0.0013402770182465746,-0.011270640432155438,0.0
2015-11-23,2086.590087890625,3587980000,-0.0012356238416840882,0.43252677216007773,0.00576206296602854,0.006905810067503136,0.009480479288062563,0.003438225306693984,0.03164519312066248,0.010430537548855623,0.5808538874007184,0.007483903059215136,0.009613300449528597,0.008134461772725208,0.0005660631410425488,-0.2,0.0,0.9090909090909091,0.0038029552801494165,-0.0011237403289792015,0.016033229877172244,0.014793302794234362,1.0
2015-11-24,2089.139892578125,3884930000,0.0012212499449607925,0.46056588629349304,0.00591024866030651,0.0067066977860638114,0.010351372898437116,0.004103084363723715,0.03177287064907187,0.011614945503263138,0.5971545426613903,0.007174335646550673,0.00960998496117158,0.008106710085119652,0.0005510851387683724,0.2,0.25,0.9090909090909091,-0.0012356238416840882,0.0038029552801494165,-0.0011237403289792015,-0.0013402770182465746,0.0
2015-11-25,2088.8701171875,2852940000,-0.00012914061496715576,0.4664608459380021,0.005954973021620442,0.006556352833175138,0.009543714491243336,0.004009130978510345,0.03068713780473336,0.011434504306383993,0.5950653836859785,0.0020901077036048115,0.009530979886984068,0.007665252277464097,0.0005522283095686059,-0.2,0.5,0.9090909090909091,0.0012212499449607925,-0.0012356238416840882,0.0038029552801494165,0.016033229877172244,1.0
2015-11-27,2090.110107421875,1466840000,0.0005934415594808398,0.4725198321902946,0.005965365476817408,0.006438155361903593,0.007992669342028138,0.004588224004294296,0.030283163849061545,0.01203091567906945,0.6087220981091558,0.0018862751080444577,0.008015834392651647,0.007665833323090173,0.0005519054586418503,0.2,1.0,0.9090909090909091,-0.00012914061496715576,0.0012212499449607925,-0.0012356238416840882,-0.0011237403289792015,0.0
2015-11-30,2080.409912109375,4275030000,-0.004651800139618441,0.5059229627615942,0.005563894280206642,0.006263303145564203,0.0005463027414716948,-9.929354904517613e-05,0.024265845352813818,0.00737451932657972,0.4976469003023583,0.002318143919828162,0.00699410788033259,0.007660288726637946,0.0005529689919311648,-0.2,0.0,0.9090909090909091,0.0005934415594808398,-0.00012914061496715576,0.0012212499449607925,0.0038029552801494165,1.0
2015-12-01,2102.6298828125,3712120000,0.01062393894673922,0.5602419045127094,0.005952587762821544,0.0062011600690156715,0.008833955809241538,0.010614710062182259,0.033824596677423845,0.01812821247665304,0.7524361773191138,0.00558210494787018,0.006288118421730344,0.007568796643576718,0.0005473245974458316,0.2,0.25,1.0,-0.004651800139618441,0.0005934415594808398,-0.00012914061496715576,-0.0012356238416840882,0.0
2015-12-02,2079.510009765625,3950640000,-0.011056592639448921,0.5118716044178074,0.005417773282642338,0.006044482711741005,-0.0036485549425046416,0.0002301627591253956,0.02108367594285512,0.006982361063025983,0.5057624371873882,0.007950711473184466,0.007550670138074604,0.007923472475758404,0.000529400183292293,-0.2,0.5,1.0,0.01062393894673922,-0.004651800139618441,0.0005934415594808398,0.0012212499449607925,0.0
2015-12-03,2049.6201171875,4306490000,-0.014477826444150087,0.509564905860752,0.0037930810767396526,0.005594202384740735,-0.0163691567640552,-0.01289583828169333,0.005312625231204538,-0.007376575361282232,0.1811133820821853,0.009934181232679293,0.007137308458911084,0.008485516971867873,0.0005285801337743373,-0.4,0.75,1.0,-0.011056592639448921,0.01062393894673922,-0.004651800139618441,-0.00012914061496715576,1.0
